##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR8283889.sra_1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	13696922
Sequences flagged as poor quality	0
Sequence length	101
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.592131794281954	34.0	31.0	34.0	31.0	34.0
2	32.79238298940448	34.0	31.0	34.0	31.0	34.0
3	32.86093678565155	34.0	31.0	34.0	31.0	34.0
4	36.32355911788064	37.0	37.0	37.0	35.0	37.0
5	36.31657652719348	37.0	37.0	37.0	35.0	37.0
6	36.244267361674396	37.0	37.0	37.0	35.0	37.0
7	36.218609261263225	37.0	37.0	37.0	35.0	37.0
8	36.1442689094674	37.0	36.0	37.0	35.0	37.0
9	32.83410798426099	39.0	35.0	39.0	10.0	39.0
10-11	35.72182564082646	39.0	35.0	39.0	24.5	39.0
12-13	37.649282225597844	39.0	37.0	39.0	35.0	39.0
14-15	39.264761856714955	40.0	39.0	41.0	36.0	41.0
16-17	39.31553340962298	41.0	39.0	41.0	36.0	41.0
18-19	39.329130880646034	41.0	39.0	41.0	36.0	41.0
20-21	39.32989503043092	41.0	39.0	41.0	36.0	41.0
22-23	39.28680064031904	40.5	39.0	41.0	36.0	41.0
24-25	39.25639596253815	41.0	39.0	41.0	36.0	41.0
26-27	39.174791533455476	40.5	39.0	41.0	36.0	41.0
28-29	39.11132387991988	40.0	39.0	41.0	36.0	41.0
30-31	39.04136582657038	40.0	39.0	41.0	36.0	41.0
32-33	38.97712500662558	40.0	39.0	41.0	35.0	41.0
34-35	38.90848498662692	40.0	38.5	41.0	35.0	41.0
36-37	38.829270072502425	40.0	38.0	41.0	35.0	41.0
38-39	38.75653719864945	40.0	38.0	41.0	35.0	41.0
40-41	38.68640520111015	40.0	38.0	41.0	35.0	41.0
42-43	38.600593257375635	40.0	38.0	41.0	35.0	41.0
44-45	38.51014366585427	40.0	38.0	41.0	34.0	41.0
46-47	38.4106091865019	40.0	38.0	41.0	34.0	41.0
48-49	38.280985355687946	40.0	38.0	41.0	34.0	41.0
50-51	38.16219501724548	40.0	37.5	41.0	34.0	41.0
52-53	38.02807181788726	40.0	37.0	41.0	33.0	41.0
54-55	37.86774853503583	40.0	37.0	41.0	33.0	41.0
56-57	37.678901763476496	40.0	36.5	41.0	33.0	41.0
58-59	37.491339368071166	39.5	36.0	41.0	33.0	41.0
60-61	37.273157100551494	39.0	35.5	41.0	32.5	41.0
62-63	37.0271717981602	39.0	35.0	41.0	32.0	41.0
64-65	36.605652131186844	38.5	35.0	40.5	31.0	41.0
66-67	36.352198983099996	38.0	35.0	40.0	31.0	41.0
68-69	36.129292771032794	37.0	35.0	40.0	31.0	41.0
70-71	35.82672362447563	37.0	35.0	39.5	31.0	41.0
72-73	35.4866303173808	36.0	35.0	39.0	31.0	41.0
74-75	35.124592225903015	36.0	34.0	39.0	30.5	40.5
76-77	33.602265202357145	34.5	32.0	36.5	28.0	39.0
78-79	34.52314457949019	35.0	34.0	37.0	30.5	39.0
80-81	34.4048899818514	35.0	34.0	37.0	31.0	39.0
82-83	34.14845255014229	35.0	34.0	36.5	31.0	39.0
84-85	33.886187933318155	35.0	34.0	36.0	30.0	37.0
86-87	33.65028354545642	35.0	34.0	36.0	30.0	37.0
88-89	33.43418375310891	35.0	34.0	35.0	30.0	37.0
90-91	33.25999151488196	35.0	34.0	35.0	30.0	36.0
92-93	33.09046736923814	35.0	34.0	35.0	30.0	36.0
94-95	32.93574213242946	35.0	34.0	35.0	29.5	36.0
96-97	32.75659159043178	35.0	34.0	35.0	29.0	36.0
98-99	32.573861923138644	35.0	34.0	35.0	29.0	35.0
100-101	31.736651088470825	34.5	32.5	35.0	26.5	35.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.06724245199990264
1101	2	0.11298582313302319
1101	3	0.11265044016720793
1101	4	0.12518264796888445
1101	5	0.1253118732519738
1101	6	0.18043535270835065
1101	7	0.16197873216691505
1101	8	0.20624758650752284
1101	9	5.499166782234177
1101	10-11	2.4986373239328117
1101	12-13	0.4937400869686286
1101	14-15	0.3487522489812349
1101	16-17	0.2685211338573552
1101	18-19	0.18746365331833204
1101	20-21	0.20468712657914523
1101	22-23	0.2090382701947462
1101	24-25	0.24667612745885492
1101	26-27	0.2748033564038437
1101	28-29	0.2402700310434156
1101	30-31	0.27639045180076494
1101	32-33	0.24335624110464948
1101	34-35	0.22724776247202527
1101	36-37	0.28828442323798953
1101	38-39	0.2598562184762301
1101	40-41	0.29506653738320665
1101	42-43	0.2963973248558389
1101	44-45	0.26202869054353783
1101	46-47	0.21496481409374724
1101	48-49	0.24814380071239128
1101	50-51	0.24477129279444654
1101	52-53	0.269560579483084
1101	54-55	0.2713354725441022
1101	56-57	0.24867783789770925
1101	58-59	0.23404992505221855
1101	60-61	0.2653135966847202
1101	62-63	0.21781706676661372
1101	64-65	0.4334988883609583
1101	66-67	0.41219866611501743
1101	68-69	0.2661715302611398
1101	70-71	0.3054948896125751
1101	72-73	0.2695647540612498
1101	74-75	0.2399509374445401
1101	76-77	0.16232562531151018
1101	78-79	0.3351271486550331
1101	80-81	0.33331129599540077
1101	82-83	0.3596416211540685
1101	84-85	0.27409959959845764
1101	86-87	0.23659219100853335
1101	88-89	0.27007075155440674
1101	90-91	0.24852413749183455
1101	92-93	0.25201105595301243
1101	94-95	0.27731340886163736
1101	96-97	0.26307366916564234
1101	98-99	0.17001641880505503
1101	100-101	0.019554228059867285
1102	1	0.057575414041153294
1102	2	0.13753353692617765
1102	3	0.1445644784586051
1102	4	0.14559218037550892
1102	5	0.129692519410618
1102	6	0.16036780239413417
1102	7	0.11175936617920712
1102	8	0.18418049720280294
1102	9	5.410263432737906
1102	10-11	2.476436848982601
1102	12-13	0.46616962083833613
1102	14-15	0.3227862960511345
1102	16-17	0.23657728522858434
1102	18-19	0.21235027120632566
1102	20-21	0.21859513102913297
1102	22-23	0.23333822933881265
1102	24-25	0.20831335991115907
1102	26-27	0.2488534180328017
1102	28-29	0.2521573611496777
1102	30-31	0.24433833840346608
1102	32-33	0.26048468332042063
1102	34-35	0.29469754487278266
1102	36-37	0.27532246480338785
1102	38-39	0.2546790507308856
1102	40-41	0.2746142787817192
1102	42-43	0.259884016312121
1102	44-45	0.29182499404789297
1102	46-47	0.29611305901401863
1102	48-49	0.3010664801713787
1102	50-51	0.3020603809480207
1102	52-53	0.3249466300809445
1102	54-55	0.300288018241325
1102	56-57	0.2899108036656841
1102	58-59	0.24996557756699644
1102	60-61	0.2916736747802844
1102	62-63	0.23960291957207858
1102	64-65	0.38242960166963513
1102	66-67	0.27409298037718344
1102	68-69	0.22370117841703063
1102	70-71	0.18741169879191233
1102	72-73	0.13042368101332613
1102	74-75	0.15662143780547666
1102	76-77	0.15938912246884485
1102	78-79	0.30842737971188683
1102	80-81	0.3122365158375757
1102	82-83	0.25585204369549785
1102	84-85	0.2684781201444366
1102	86-87	0.2941119702484727
1102	88-89	0.2953749695152865
1102	90-91	0.3339143772029658
1102	92-93	0.24699314697616614
1102	94-95	0.27809032029121994
1102	96-97	0.25887667111043555
1102	98-99	0.24264474576845174
1102	100-101	0.11796484259657092
1103	1	0.03594299566533721
1103	2	0.07143140623600885
1103	3	0.143658722785581
1103	4	0.10843045439232668
1103	5	0.08544783306833637
1103	6	0.11592295139870146
1103	7	0.12403687207601166
1103	8	0.11868369552490776
1103	9	5.408923796412289
1103	10-11	2.424783571274155
1103	12-13	0.39421188181357536
1103	14-15	0.21730135332037293
1103	16-17	0.15159850392324614
1103	18-19	0.16548580296413462
1103	20-21	0.17507686237007647
1103	22-23	0.16830279950914928
1103	24-25	0.14431405249980855
1103	26-27	0.13660696428269858
1103	28-29	0.10425639479250037
1103	30-31	0.09814411302466652
1103	32-33	0.12745483666999746
1103	34-35	0.1276987078990075
1103	36-37	0.15615605404604338
1103	38-39	0.08581432440141157
1103	40-41	0.15685395365709098
1103	42-43	0.1565948899538867
1103	44-45	0.14340421050798824
1103	46-47	0.10412735508913329
1103	48-49	0.1596674347676199
1103	50-51	0.1520075710636064
1103	52-53	0.1782663675506413
1103	54-55	0.156172391873298
1103	56-57	0.12381876778175638
1103	58-59	0.09498565283701055
1103	60-61	0.1417847013142719
1103	62-63	0.15417965643413112
1103	64-65	0.30291431571546923
1103	66-67	0.2486516837989612
1103	68-69	0.13971645783734488
1103	70-71	0.10054669150666484
1103	72-73	0.1550512839378797
1103	74-75	0.08401679811492357
1103	76-77	-0.14392427716133938
1103	78-79	0.2022270288438648
1103	80-81	0.1931423368491565
1103	82-83	0.16800395256128553
1103	84-85	0.1553121732908096
1103	86-87	0.1674445140743117
1103	88-89	0.17433262359993051
1103	90-91	0.22698762498635716
1103	92-93	0.22140212710671392
1103	94-95	0.21153523009135
1103	96-97	0.1855283480243699
1103	98-99	0.20184679870574485
1103	100-101	0.12261815624122008
1104	1	0.09629903380693605
1104	2	0.10385482320635475
1104	3	0.14381959671712963
1104	4	0.10328715392687826
1104	5	0.10493955992531312
1104	6	0.1252681985191586
1104	7	0.10108144903588823
1104	8	0.13489793777450387
1104	9	5.408477612563146
1104	10-11	2.430917493191579
1104	12-13	0.4100070072530144
1104	14-15	0.2564314034044486
1104	16-17	0.16546893364566984
1104	18-19	0.09876225395650096
1104	20-21	0.12161793207715732
1104	22-23	0.12463473712706019
1104	24-25	0.16078356146029193
1104	26-27	0.1720773737350072
1104	28-29	0.16956031179120856
1104	30-31	0.16579747313814863
1104	32-33	0.13831784889762844
1104	34-35	0.15343560099707076
1104	36-37	0.15866230902559408
1104	38-39	0.18489533206745534
1104	40-41	0.2059081557042859
1104	42-43	0.20436202011175908
1104	44-45	0.23461430019922602
1104	46-47	0.21897666246653102
1104	48-49	0.21231121684939325
1104	50-51	0.21874302474217444
1104	52-53	0.20761934466351306
1104	54-55	0.19693531236256234
1104	56-57	0.1805964066270178
1104	58-59	0.22550577032323815
1104	60-61	0.23965951646006545
1104	62-63	0.2513441327351913
1104	64-65	0.3405489621688602
1104	66-67	0.3769101953370395
1104	68-69	0.23157374335519165
1104	70-71	0.2194535209670221
1104	72-73	0.2662112292246519
1104	74-75	0.25686642643581337
1104	76-77	0.2387445731008313
1104	78-79	0.2783003696605135
1104	80-81	0.2868613359398111
1104	82-83	0.32713706729376213
1104	84-85	0.29451300790476864
1104	86-87	0.29292131424355006
1104	88-89	0.27339267743638374
