##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR8283892.sra_2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	10065114
Sequences flagged as poor quality	0
Sequence length	101
%GC	46
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.661102596552805	34.0	31.0	34.0	30.0	34.0
2	31.836388937075128	34.0	31.0	34.0	30.0	34.0
3	31.92458932904287	34.0	31.0	34.0	30.0	34.0
4	35.38928799018074	37.0	35.0	37.0	33.0	37.0
5	35.39334199294712	37.0	35.0	37.0	33.0	37.0
6	35.391936941797184	37.0	35.0	37.0	33.0	37.0
7	35.372570643511835	37.0	35.0	37.0	33.0	37.0
8	35.3484853723465	37.0	35.0	37.0	33.0	37.0
9	37.00217583228566	39.0	38.0	39.0	34.0	39.0
10-11	36.988703108578804	39.0	38.0	39.0	34.0	39.0
12-13	36.94149032986611	39.0	38.0	39.0	34.0	39.0
14-15	38.34295970219513	41.0	39.0	41.0	34.0	41.0
16-17	38.28655512495934	40.0	39.0	41.0	34.0	41.0
18-19	38.26213354364392	40.0	38.5	41.0	34.0	41.0
20-21	38.24902390574017	40.0	39.0	41.0	34.0	41.0
22-23	38.15109545704102	40.0	39.0	41.0	34.0	41.0
24-25	38.12011478459161	40.0	39.0	41.0	34.0	41.0
26-27	38.059125410800114	40.0	38.0	41.0	34.0	41.0
28-29	37.994669012194	40.0	38.0	41.0	34.0	41.0
30-31	37.91981899062445	40.0	38.0	41.0	33.5	41.0
32-33	37.837574318581986	40.0	38.0	41.0	33.0	41.0
34-35	37.75581543338704	40.0	38.0	41.0	33.0	41.0
36-37	37.66243695799173	40.0	38.0	41.0	33.0	41.0
38-39	37.56497248814072	40.0	38.0	41.0	33.0	41.0
40-41	37.46648080687412	40.0	38.0	41.0	33.0	41.0
42-43	37.3312531780564	40.0	38.0	41.0	32.0	41.0
44-45	37.23011751282698	40.0	37.5	41.0	32.0	41.0
46-47	37.088827508560755	40.0	37.0	41.0	32.0	41.0
48-49	36.95879450545716	40.0	37.0	41.0	31.0	41.0
50-51	35.86777333073425	39.0	35.5	40.0	29.5	40.5
52-53	36.12840743780944	39.0	35.5	40.0	30.5	40.5
54-55	36.5704617950676	40.0	36.0	41.0	31.0	41.0
56-57	36.477804772007545	39.5	35.0	41.0	31.0	41.0
58-59	36.2853457496855	39.0	35.0	41.0	31.0	41.0
60-61	36.03193153102886	39.0	35.0	41.0	30.0	41.0
62-63	35.760033517752504	38.5	35.0	41.0	30.0	41.0
64-65	35.4840936227846	37.5	35.0	40.0	30.0	41.0
66-67	35.164923318305185	37.0	35.0	40.0	29.0	41.0
68-69	34.85033627040886	36.5	35.0	39.5	29.0	41.0
70-71	34.51895587074324	36.0	34.5	39.0	29.0	41.0
72-73	34.1832080093678	35.5	34.0	39.0	29.0	41.0
74-75	33.84670277952142	35.0	34.0	38.5	28.5	40.0
76-77	33.512803233028464	35.0	34.0	37.0	28.0	39.5
78-79	33.193309136886086	35.0	34.0	37.0	27.5	39.0
80-81	32.90226812135461	35.0	34.0	36.0	27.0	39.0
82-83	32.628113452068206	35.0	34.0	36.0	27.0	37.5
84-85	32.3752130378255	35.0	33.5	36.0	26.0	37.0
86-87	32.15269896595309	35.0	33.0	35.0	26.0	37.0
88-89	31.949347419214526	35.0	33.0	35.0	26.0	36.0
90-91	31.765934096722603	35.0	33.0	35.0	25.0	36.0
92-93	31.59698389903979	35.0	33.0	35.0	25.0	36.0
94-95	31.41851617378601	35.0	33.0	35.0	24.5	36.0
96-97	31.227181480507824	35.0	33.0	35.0	24.0	35.0
98-99	31.00647339910904	35.0	33.0	35.0	21.5	35.0
100-101	29.906181191787795	34.5	31.0	35.0	10.5	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.009186160568294355
1101	2	0.04169146148507252
1101	3	0.10836469169013441
1101	4	0.08585404523656592
1101	5	0.0711400932821391
1101	6	0.05124170411649942
1101	7	0.04905875856716335
1101	8	0.025639223804880373
1101	9	0.11762886758484115
1101	10-11	0.17227241890334
1101	12-13	0.11530317997079464
1101	14-15	0.186862527246916
1101	16-17	0.20422466384358984
1101	18-19	0.2490011473665561
1101	20-21	0.19463093571036438
1101	22-23	0.28171229411071863
1101	24-25	0.21185499886973247
1101	26-27	0.17779340391167153
1101	28-29	0.22993944684507284
1101	30-31	0.11437681203464223
1101	32-33	0.1349407495111734
1101	34-35	0.155927676403131
1101	36-37	0.21014570709068892
1101	38-39	0.1181577391830686
1101	40-41	0.1937722120892289
1101	42-43	0.22858790368402282
1101	44-45	0.2058688296889386
1101	46-47	0.13814225150242265
1101	48-49	0.24444171193591302
1101	50-51	0.08112971239807365
1101	52-53	0.1387046009211943
1101	54-55	0.24642712383518273
1101	56-57	0.15427863668265474
1101	58-59	0.24481215072739104
1101	60-61	0.3351141959314603
1101	62-63	0.2546240197125229
1101	64-65	0.24563806611377004
1101	66-67	0.2989515634805926
1101	68-69	0.2905525366953299
1101	70-71	0.21282195516521796
1101	72-73	0.20508526905840796
1101	74-75	0.25894141959380335
1101	76-77	0.2189023187743473
1101	78-79	0.20401734038959773
1101	80-81	0.2198577044889376
1101	82-83	0.2044610945756915
1101	84-85	0.2572905357898563
1101	86-87	0.28639540589883694
1101	88-89	0.2813473606971577
1101	90-91	0.2933582090159632
1101	92-93	0.3194562485197032
1101	94-95	0.31801480823160233
1101	96-97	0.228165879188456
1101	98-99	0.22292926296872295
1101	100-101	0.09723019982362757
1102	1	0.04445694405950107
1102	2	0.12900900204887122
1102	3	0.22909639613003208
1102	4	0.21507613812705983
1102	5	0.22964953117384823
1102	6	0.17427206733132294
1102	7	0.18320600241795404
1102	8	0.1496991290602736
1102	9	0.258928963879427
1102	10-11	0.24090812002251027
1102	12-13	0.2418986913090535
1102	14-15	0.2833186162654684
1102	16-17	0.29300971558378563
1102	18-19	0.30175764331891486
1102	20-21	0.3011128074271596
1102	22-23	0.3111151189758985
1102	24-25	0.3166402406396287
1102	26-27	0.29713452417323793
1102	28-29	0.27744220774501827
1102	30-31	0.33686986948030295
1102	32-33	0.2605832883394683
1102	34-35	0.31641478516124977
1102	36-37	0.283816837882533
1102	38-39	0.2689424839302177
1102	40-41	0.284513147053957
1102	42-43	0.1936427245367014
1102	44-45	0.26107764180525805
1102	46-47	0.2945643475100326
1102	48-49	0.30704289756969416
1102	50-51	0.10730432009719237
1102	52-53	0.20828467745783996
1102	54-55	0.2807332405252865
1102	56-57	0.3701580992260318
1102	58-59	0.4068830190809152
1102	60-61	0.38753463672173183
1102	62-63	0.36085207165712063
1102	64-65	0.4351054553222724
1102	66-67	0.38264556361085766
1102	68-69	0.40069155078719376
1102	70-71	0.3419974521719027
1102	72-73	0.2328320365337575
1102	74-75	0.3276498295949679
1102	76-77	0.33262095842190575
1102	78-79	0.28017751712722827
1102	80-81	0.28771151702599695
1102	82-83	0.30992023400708746
1102	84-85	0.31755299054609765
1102	86-87	0.30285721153705936
1102	88-89	0.327568797348885
1102	90-91	0.33409548708854686
1102	92-93	0.3273025520952295
1102	94-95	0.34856647990317313
1102	96-97	0.23891547987942374
1102	98-99	0.3161970103167242
1102	100-101	-0.01069866443718226
1103	1	0.19357090446025893
1103	2	0.2840332921347688
1103	3	0.3044954243251752
1103	4	0.31302347583100953
1103	5	0.26023242273712555
1103	6	0.28445020179980673
1103	7	0.21309082381632294
1103	8	0.25103338198397296
1103	9	0.3477466159493332
1103	10-11	0.3705436327730993
1103	12-13	0.3628396449372602
1103	14-15	0.4074933974427424
1103	16-17	0.3970523321974113
1103	18-19	0.4219936772348092
1103	20-21	0.3929443919686122
1103	22-23	0.4292577492359797
