##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR8283890.sra_2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	13467080
Sequences flagged as poor quality	0
Sequence length	101
%GC	46
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.757737237767948	33.0	31.0	34.0	28.0	34.0
2	30.91311887951954	34.0	31.0	34.0	28.0	34.0
3	31.002118796353777	34.0	31.0	34.0	28.0	34.0
4	34.3878393088925	37.0	35.0	37.0	32.0	37.0
5	34.37961636821048	37.0	35.0	37.0	32.0	37.0
6	34.36844230523618	37.0	35.0	37.0	32.0	37.0
7	34.34405580125758	37.0	35.0	37.0	32.0	37.0
8	34.311710482153515	37.0	35.0	37.0	32.0	37.0
9	35.894362475013146	39.0	37.0	39.0	32.0	39.0
10-11	35.87581201715591	39.0	37.0	39.0	32.0	39.0
12-13	35.823518164293965	39.0	37.0	39.0	32.0	39.0
14-15	37.154564575245715	40.0	38.0	41.0	32.0	41.0
16-17	37.094256809939495	40.0	38.0	41.0	32.0	41.0
18-19	37.063512803072385	40.0	38.0	41.0	32.0	41.0
20-21	37.04612789112413	40.0	38.0	41.0	31.0	41.0
22-23	36.94868872836577	40.0	38.0	41.0	31.0	41.0
24-25	36.91321348057634	40.0	38.0	41.0	31.0	41.0
26-27	36.84495547661409	40.0	38.0	41.0	31.0	41.0
28-29	36.77936716793841	40.0	38.0	41.0	30.0	41.0
30-31	36.70086626054052	40.0	38.0	41.0	30.0	41.0
32-33	36.615862050273705	40.0	38.0	41.0	30.0	41.0
34-35	36.53761138271993	40.0	38.0	41.0	30.0	41.0
36-37	36.44325911778945	40.0	38.0	41.0	30.0	41.0
38-39	36.341383024382424	40.0	37.0	41.0	30.0	41.0
40-41	36.24216942351275	40.0	37.0	41.0	29.0	41.0
42-43	36.10453116042973	40.0	37.0	41.0	28.0	41.0
44-45	36.00252189041723	40.0	37.0	41.0	28.0	41.0
46-47	35.86492123756598	40.0	36.0	41.0	28.0	41.0
48-49	35.736345778000874	40.0	36.0	41.0	27.0	41.0
50-51	34.668069581527696	38.5	34.0	40.0	25.5	40.5
52-53	34.91888909845341	39.0	35.0	40.0	26.0	40.5
54-55	35.3479295066191	39.0	35.0	41.0	27.0	41.0
56-57	35.25641115223196	39.0	35.0	41.0	26.5	41.0
58-59	35.06661741075274	39.0	35.0	41.0	26.0	41.0
60-61	34.82030525548225	38.5	35.0	41.0	26.0	41.0
62-63	34.55396043537277	38.0	35.0	40.5	26.0	41.0
64-65	34.288392138459116	37.0	35.0	40.0	25.5	41.0
66-67	33.97718599726147	37.0	34.0	40.0	25.0	41.0
68-69	33.67033636838869	36.0	34.0	39.5	24.0	41.0
70-71	33.35136221066482	36.0	34.0	39.0	23.5	41.0
72-73	33.02588723761944	35.0	34.0	39.0	23.0	41.0
74-75	32.69953408608251	35.0	34.0	37.5	22.0	40.0
76-77	32.378449597091574	35.0	33.5	37.0	21.5	39.0
78-79	32.06799632882555	35.0	33.0	37.0	20.0	39.0
80-81	31.7846651983949	35.0	33.0	36.0	20.0	39.0
82-83	31.52032853447072	35.0	33.0	36.0	19.0	37.0
84-85	31.27337581717789	35.0	33.0	35.5	18.0	37.0
86-87	31.054169352227802	35.0	33.0	35.0	17.5	37.0
88-89	30.85355288600053	35.0	33.0	35.0	13.5	36.0
90-91	30.674234318055582	35.0	33.0	35.0	8.5	36.0
92-93	30.505314106695735	35.0	32.0	35.0	4.5	36.0
94-95	30.327873562791638	35.0	32.0	35.0	2.0	35.5
96-97	30.133242618295874	35.0	32.0	35.0	2.0	35.0
98-99	29.91081752688779	35.0	32.0	35.0	2.0	35.0
100-101	28.822538070613675	34.5	29.5	35.0	2.0	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.06821017891089909
1101	2	0.012719650518530301
1101	3	0.06121021152571515
1101	4	0.04368755549557335
1101	5	-0.007835716072769117
1101	6	9.477265161379478E-4
1101	7	0.014038031560339448
1101	8	-0.07120128465344777
1101	9	0.03174399063314581
1101	10-11	0.043798684099037644
1101	12-13	0.02728222667632707
1101	14-15	0.11967129284058586
1101	16-17	0.12418780302769505
1101	18-19	0.11965712642334125
1101	20-21	0.08618195470008061
1101	22-23	0.13905586183260965
1101	24-25	0.10148668250032244
1101	26-27	0.06784814293855845
1101	28-29	0.08437104858478506
1101	30-31	0.060641457450863356
1101	32-33	0.06870006354861857
1101	34-35	0.08267976787242048
1101	36-37	0.12312428629535788
1101	38-39	0.016853598922686785
1101	40-41	0.056217075574444664
1101	42-43	0.11529248708370687
1101	44-45	0.06444516984890214
1101	46-47	0.010409491632721313
1101	48-49	0.03823273889978651
1101	50-51	-0.04809930903402915
1101	52-53	0.03309708553569379
1101	54-55	0.16338824381190875
1101	56-57	0.11195472297445264
1101	58-59	0.08246161796344609
1101	60-61	0.15311794877564466
1101	62-63	0.11595076628441348
1101	64-65	0.09424973054239416
1101	66-67	0.14114382153130123
1101	68-69	0.1928592351427838
1101	70-71	0.06949901403071834
1101	72-73	0.06971002906613677
1101	74-75	0.128820330118252
1101	76-77	0.11311806910711653
1101	78-79	0.09107001998419406
1101	80-81	0.12553616963049663
1101	82-83	0.1388562328095695
1101	84-85	0.12175573649674476
1101	86-87	0.1986415215110604
1101	88-89	0.16919087430338564
1101	90-91	0.2088956719805708
1101	92-93	0.18555737372205527
1101	94-95	0.1884061759945297
1101	96-97	0.10831273405350217
1101	98-99	0.11619071436868822
1101	100-101	0.007372017080960802
1102	1	-0.14898456651332026
1102	2	-0.08146658193745893
1102	3	0.02726165801900393
1102	4	-0.020339702053703945
1102	5	-0.02753133935762264
1102	6	-0.07924865611877152
1102	7	-0.06862468535096866
1102	8	-0.018907218631575518
1102	9	0.06329662650386325
1102	10-11	-0.027683252643520007
1102	12-13	0.0752272952915618
1102	14-15	0.14855406365560242
1102	16-17	0.08727427099416474
1102	18-19	0.09577910370180831
1102	20-21	0.11422953899461419
1102	22-23	0.1541587941265945
1102	24-25	0.13747588834789326
1102	26-27	0.10873298188139557
1102	28-29	0.08684998805570388
1102	30-31	0.13448384346719422
1102	32-33	0.07767633753414316
1102	34-35	0.11076779554351646
1102	36-37	0.09250281982154007
1102	38-39	0.09191645792095215
1102	40-41	0.08363018472492456
1102	42-43	0.054391180911828485
1102	44-45	0.07729381160019244
1102	46-47	0.1700998971061054
1102	48-49	0.1506338606608182
1102	50-51	0.025187168742860422
1102	52-53	0.08031371487766137
1102	54-55	0.19924949530160774
1102	56-57	0.19988463196139605
1102	58-59	0.24858804962475745
1102	60-61	0.20199469318539087
1102	62-63	0.23875036602774458
1102	64-65	0.23588511780435084
1102	66-67	0.23118995928053465
1102	68-69	0.23954642578517138
1102	70-71	0.19994157707270688
1102	72-73	0.14569946566676606
1102	74-75	0.1494549514333059
1102	76-77	0.180766076399685
1102	78-79	0.17690419562555348
1102	80-81	0.15300022648630218
1102	82-83	0.13976635933287795
1102	84-85	0.13033966182713286
1102	86-87	0.17219457793815351
1102	88-89	0.17749025208032876
1102	90-91	0.17068653535235967
1102	92-93	0.1542102600050228
1102	94-95	0.21178012779937916
1102	96-97	0.15357095276351274
1102	98-99	0.1450835036444893
1102	100-101	-0.1290448264918318
1103	1	-0.10752151414734357
1103	2	-0.0029468986082612503
1103	3	0.0816794697432428
1103	4	-0.010617751251444929
1103	5	-0.058669153092779425
1103	6	-0.042412498478086036
1103	7	-0.06882371180107327
1103	8	-0.03103021947691076
1103	9	-9.051550373868622E-4
1103	10-11	0.027307721978523603
1103	12-13	0.03957493792644584
1103	14-15	0.0465458623084416
1103	16-17	0.06673365222907535
1103	18-19	0.07282448521812057
