##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR8283887.sra_2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	13711898
Sequences flagged as poor quality	0
Sequence length	101
%GC	46
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.87516374465446	34.0	31.0	34.0	30.0	34.0
2	32.05488838963067	34.0	31.0	34.0	30.0	34.0
3	32.15246598246282	34.0	31.0	34.0	30.0	34.0
4	35.64964915870873	37.0	35.0	37.0	35.0	37.0
5	35.66123449868137	37.0	35.0	37.0	35.0	37.0
6	35.668859847119634	37.0	36.0	37.0	35.0	37.0
7	35.65136139431609	37.0	36.0	37.0	35.0	37.0
8	35.628863560682845	37.0	35.0	37.0	35.0	37.0
9	37.29717621878459	39.0	38.0	39.0	35.0	39.0
10-11	37.28271334136237	39.0	38.0	39.0	35.0	39.0
12-13	37.23522527661743	39.0	38.0	39.0	35.0	39.0
14-15	38.65137120331555	41.0	39.0	41.0	35.0	41.0
16-17	38.598634448710165	41.0	39.0	41.0	35.0	41.0
18-19	38.5755987974823	40.5	39.0	41.0	35.0	41.0
20-21	38.56327439133517	40.5	39.0	41.0	35.0	41.0
22-23	38.46646726076871	40.0	39.0	41.0	34.0	41.0
24-25	38.436181956721086	40.0	39.0	41.0	34.0	41.0
26-27	38.37191729401721	40.0	39.0	41.0	34.0	41.0
28-29	38.30863360418813	40.0	38.0	41.0	34.0	41.0
30-31	38.2328800141308	40.0	38.0	41.0	34.0	41.0
32-33	38.15358679739304	40.0	38.0	41.0	34.0	41.0
34-35	38.07466300434849	40.0	38.0	41.0	34.0	41.0
36-37	37.98393610425048	40.0	38.0	41.0	33.0	41.0
38-39	37.88409438284911	40.0	38.0	41.0	33.0	41.0
40-41	37.78461081755422	40.0	38.0	41.0	33.0	41.0
42-43	37.64626013116492	40.0	38.0	41.0	33.0	41.0
44-45	37.54297340893288	40.0	38.0	41.0	33.0	41.0
46-47	37.404163085227154	40.0	37.0	41.0	32.0	41.0
48-49	37.2731167486806	40.0	37.0	41.0	32.0	41.0
50-51	36.170563951102906	39.0	35.5	40.0	30.5	40.5
52-53	36.43033626708717	39.0	35.5	40.0	31.0	40.5
54-55	36.87380959222422	40.0	36.0	41.0	32.0	41.0
56-57	36.77784873399729	39.5	35.5	41.0	31.5	41.0
58-59	36.57939936542702	39.0	35.0	41.0	31.0	41.0
60-61	36.319189363864865	39.0	35.0	41.0	31.0	41.0
62-63	36.039213170926445	38.5	35.0	41.0	31.0	41.0
64-65	35.75904116264576	37.5	35.0	40.0	30.5	41.0
66-67	35.429213555993485	37.0	35.0	40.0	30.0	41.0
68-69	35.10677063087838	36.5	35.0	39.5	30.0	41.0
70-71	34.772012853362824	36.0	35.0	39.0	29.5	41.0
72-73	34.43138302224827	35.5	34.0	39.0	29.0	41.0
74-75	34.09198157687579	35.0	34.0	37.5	29.0	40.0
76-77	33.760314436411356	35.0	34.0	37.0	29.0	39.5
78-79	33.44018607052065	35.0	34.0	37.0	29.0	39.0
80-81	33.15214042578205	35.0	34.0	36.0	29.0	39.0
82-83	32.8815308427761	35.0	34.0	36.0	28.0	37.5
84-85	32.63208485068952	35.0	34.0	35.5	27.5	37.0
86-87	32.41429964691977	35.0	33.5	35.0	27.0	37.0
88-89	32.21381595020616	35.0	33.0	35.0	27.0	36.0
90-91	32.031961877196	35.0	33.0	35.0	26.5	36.0
92-93	31.866313948659773	35.0	33.0	35.0	26.0	36.0
94-95	31.691049481260727	35.0	33.0	35.0	25.0	36.0
96-97	31.4983783426627	35.0	33.0	35.0	25.0	35.0
98-99	31.278510495045982	35.0	33.0	35.0	24.5	35.0
100-101	30.173578595756766	34.5	31.0	35.0	19.0	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.19724298003751883
1101	2	0.25404821239030895
1101	3	0.3020327330477315
1101	4	0.3198263254400189
1101	5	0.3102568352574693
1101	6	0.31933977318384166
1101	7	0.29447542012257344
1101	8	0.2857211973054419
1101	9	0.3205891419396636
1101	10-11	0.35385288457234765
1101	12-13	0.32484488370226217
1101	14-15	0.4297020849776487
1101	16-17	0.45579895838616125
1101	18-19	0.4325243328079651
1101	20-21	0.417527676053318
1101	22-23	0.466541920349421
1101	24-25	0.41392345008079445
1101	26-27	0.38937889801272974
1101	28-29	0.41206806564445486
1101	30-31	0.35173985597154456
1101	32-33	0.3920468272253075
1101	34-35	0.4019134955079622
1101	36-37	0.4209411090517605
1101	38-39	0.3323640163346724
1101	40-41	0.3860402778551233
1101	42-43	0.4247576127512289
1101	44-45	0.41026622444001504
1101	46-47	0.37225097487762326
1101	48-49	0.4228571957096179
1101	50-51	0.25454731035023315
1101	52-53	0.35734355200328594
1101	54-55	0.49939402217238893
1101	56-57	0.4475222645485317
1101	58-59	0.4846683532632028
1101	60-61	0.5410948576430172
1101	62-63	0.5032445841130837
1101	64-65	0.4663206906066648
1101	66-67	0.4733307601886736
1101	68-69	0.46079843943370946
1101	70-71	0.38163014952674956
1101	72-73	0.35459222750894526
1101	74-75	0.424531797709939
1101	76-77	0.4114204917722688
1101	78-79	0.38314363370587756
1101	80-81	0.39305827754587597
1101	82-83	0.3796424651467234
1101	84-85	0.4351732466092173
1101	86-87	0.44393051764524216
1101	88-89	0.3977700705931113
1101	90-91	0.48706958088186525
1101	92-93	0.47625220281078384
1101	94-95	0.44606102547928117
1101	96-97	0.42903393056103667
1101	98-99	0.41230096924599025
1101	100-101	0.2784131856114094
1102	1	0.08970223348303819
1102	2	0.14260903183063078
1102	3	0.22581487316227822
1102	4	0.24957280999793596
1102	5	0.2306729289988425
1102	6	0.16132914564769152
1102	7	0.16057565410158503
1102	8	0.199663825883988
1102	9	0.2678566882870257
1102	10-11	0.2538848003166976
1102	12-13	0.26462320565065767
1102	14-15	0.3442990281838334
1102	16-17	0.37645468936467097
1102	18-19	0.34401107596116276
1102	20-21	0.3530712105700857
1102	22-23	0.3718967255141479
1102	24-25	0.38694307246179704
1102	26-27	0.34474664950965916
1102	28-29	0.31264480994067156
1102	30-31	0.3987094422888262
1102	32-33	0.29903507133362695
1102	34-35	0.35534722227941273
1102	36-37	0.39380187045639303
1102	38-39	0.339519638664477
1102	40-41	0.3239620616724892
1102	42-43	0.2697426749746725
1102	44-45	0.2955330112931378
1102	46-47	0.3440262660265532
1102	48-49	0.3783256409014726
1102	50-51	0.21468809849805837
1102	52-53	0.30295367474910506
1102	54-55	0.429456524037775
1102	56-57	0.46104488647716835
1102	58-59	0.4686022211613263
1102	60-61	0.4278736648470982
1102	62-63	0.43681578424495626
1102	64-65	0.45627937299602195
1102	66-67	0.43629028395505287
1102	68-69	0.4587894701286217
1102	70-71	0.42563715208986963
1102	72-73	0.3994187756662839
1102	74-75	0.4203109165949499
1102	76-77	0.45358985683258624
1102	78-79	0.43833792408926087
1102	80-81	0.41792833423161113
1102	82-83	0.4041615144379449
1102	84-85	0.3727206963073826
1102	86-87	0.36182609897144147
1102	88-89	0.32243082076502105
1102	90-91	0.34314087835795704
1102	92-93	0.3910174573074414
1102	94-95	0.42083030174251945
1102	96-97	0.3489835197146114
1102	98-99	0.35301564984840184
1102	100-101	0.061235397510063905
1103	1	0.1798485068503588
1103	2	0.20840440131204474
1103	3	0.26659900039601325
1103	4	0.2522886519572225
1103	5	0.20730146858259246
1103	6	0.21846953626177168
1103	7	0.2508044625796657
1103	8	0.22471030073813836
1103	9	0.28084079464559153
1103	10-11	0.31777212011886036
1103	12-13	0.33472390768189797
1103	14-15	0.3449861502236047
1103	16-17	0.35602132945457043
1103	18-19	0.3597587578510755
1103	20-21	0.2952033787099708
1103	22-23	0.3518434236958967
1103	24-25	0.40210878411216555
1103	26-27	0.3697247857519059
1103	28-29	0.28865019794305624
1103	30-31	0.3938787243299231
1103	32-33	0.331474128695298
1103	34-35	0.40416030301391714
1103	36-37	0.35188225321699207
1103	38-39	0.3808496988714225
1103	40-41	0.3218612672203207
1103	42-43	0.3405421091378642
1103	44-45	0.28873171008918774
1103	46-47	0.29901865164530506
1103	48-49	0.36234897580734327
1103	50-51	0.21061298488008617
1103	52-53	0.3336584027464937
1103	54-55	0.39556482573647855
1103	56-57	0.4131766488385793
1103	58-59	0.4198439147726063
1103	60-61	0.41598995957699003
1103	62-63	0.3337771070045932
1103	64-65	0.35639553714111827
1103	66-67	0.4119098950330553
1103	68-69	0.3670272673469839
1103	70-71	0.38849054720269294
1103	72-73	0.374737788813043
1103	74-75	0.3513639531053556
1103	76-77	0.34435245366764633
1103	78-79	0.3395217569094555
1103	80-81	0.3213156993246358
1103	82-83	0.3212716636356774
1103	84-85	0.3108738502061641
1103	86-87	0.3672712034668777
1103	88-89	0.35249035524860517
1103	90-91	0.39630259958515524
1103	92-93	0.42158042148123087
1103	94-95	0.3882063737793544
1103	96-97	0.3322159027216678
1103	98-99	0.33806297189442347
1103	100-101	0.08696106275685267
1104	1	0.0741767035044738
1104	2	0.1920532347292223
1104	3	0.20836955278990388
1104	4	0.18753043746272624
1104	5	0.21905157862933322
1104	6	0.25154153041357574
1104	7	0.2591711447343954
1104	8	0.2317434849261133
1104	9	0.26937741022494777
1104	10-11	0.34319016127809476
1104	12-13	0.28574812116792003
1104	14-15	0.3559471734428854
1104	16-17	0.3259907412634604
1104	18-19	0.3352158867111541
1104	20-21	0.35698939405421726
1104	22-23	0.4094626195307711
1104	24-25	0.42776912643905973
1104	26-27	0.41579532367669714
1104	28-29	0.3638699493538624
1104	30-31	0.3950481893280653
1104	32-33	0.4018138674478209
1104	34-35	0.39338019824243275
1104	36-37	0.4233609066233228
1104	38-39	0.40085903719645444
1104	40-41	0.44860023503427016
1104	42-43	0.462153604684751
1104	44-45	0.41120797689315225
1104	46-47	0.4224881867473087
1104	48-49	0.4068030293267455
1104	50-51	0.23728730205168347
1104	52-53	0.334363498871447
1104	54-55	0.5076517647018832
1104	56-57	0.4711990673690565
1104	58-59	0.5267979409986694
1104	60-61	0.5187193680990347
1104	62-63	0.5189207183689888
1104	64-65	0.4892520612972504
1104	66-67	0.4971181352051204
1104	68-69	0.481802072552604
1104	70-71	0.45676001339446515
1104	72-73	0.43109700583919874
1104	74-75	0.41051062976647756
1104	76-77	0.49774378571070343
1104	78-79	0.5093688345133671
