##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	SRR8283892.sra_1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	10065114
Sequences flagged as poor quality	0
Sequence length	101
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.62034548242573	34.0	31.0	34.0	31.0	34.0
2	32.804732564380295	34.0	31.0	34.0	31.0	34.0
3	32.87822174691713	34.0	31.0	34.0	31.0	34.0
4	36.33992918510411	37.0	37.0	37.0	35.0	37.0
5	36.336731903881066	37.0	37.0	37.0	35.0	37.0
6	36.268120162374714	37.0	37.0	37.0	35.0	37.0
7	36.236502835437335	37.0	37.0	37.0	35.0	37.0
8	36.17323847499392	37.0	36.0	37.0	35.0	37.0
9	32.89311338152752	39.0	35.0	39.0	10.0	39.0
10-11	35.77810569259324	39.0	35.0	39.0	24.5	39.0
12-13	37.69261133058205	39.0	37.0	39.0	35.0	39.0
14-15	39.313345879639314	40.0	39.0	41.0	36.0	41.0
16-17	39.36764501624125	41.0	39.0	41.0	36.0	41.0
18-19	39.380593751844245	41.0	39.0	41.0	36.0	41.0
20-21	39.38172563172161	41.0	39.0	41.0	36.0	41.0
22-23	39.33857013442669	40.5	39.0	41.0	36.0	41.0
24-25	39.30845120085078	41.0	39.0	41.0	36.0	41.0
26-27	39.23545202766705	40.5	39.0	41.0	36.0	41.0
28-29	39.17177500423741	40.0	39.0	41.0	36.0	41.0
30-31	39.10191702746735	40.0	39.0	41.0	36.0	41.0
32-33	39.040829343810714	40.0	39.0	41.0	35.5	41.0
34-35	38.972813770415314	40.0	39.0	41.0	35.0	41.0
36-37	38.89460948976833	40.0	38.0	41.0	35.0	41.0
38-39	38.822123077791275	40.0	38.0	41.0	35.0	41.0
40-41	38.752404692087936	40.0	38.0	41.0	35.0	41.0
42-43	38.66665787391976	40.0	38.0	41.0	35.0	41.0
44-45	38.572589341760064	40.0	38.0	41.0	35.0	41.0
46-47	38.47169406128932	40.0	38.0	41.0	34.0	41.0
48-49	38.340157250081816	40.0	38.0	41.0	34.0	41.0
50-51	38.216196209998216	40.0	38.0	41.0	34.0	41.0
52-53	38.074748631759164	40.0	37.0	41.0	33.5	41.0
54-55	37.90781530144616	40.0	37.0	41.0	33.0	41.0
56-57	37.712403704518394	40.0	36.5	41.0	33.0	41.0
58-59	37.516060871242985	39.0	36.0	41.0	33.0	41.0
60-61	37.2908943703966	39.0	35.5	41.0	33.0	41.0
62-63	37.039426577781434	39.0	35.0	41.0	32.0	41.0
64-65	36.61840417306749	38.0	35.0	40.0	31.5	41.0
66-67	36.363983507787395	37.5	35.0	40.0	31.0	41.0
68-69	36.13607923367783	37.0	35.0	40.0	31.0	41.0
70-71	35.83207954723613	37.0	35.0	39.5	31.0	41.0
72-73	35.488380558829235	36.0	35.0	39.0	31.0	41.0
74-75	35.128425818127845	36.0	34.0	39.0	31.0	40.5
76-77	33.628089060888925	34.5	32.5	36.5	29.0	39.0
78-79	34.54648536519308	35.0	34.0	37.0	30.5	39.0
80-81	34.43465652748692	35.0	34.0	37.0	31.0	39.0
82-83	34.18390859755786	35.0	34.0	36.0	31.0	38.5
84-85	33.9306602488556	35.0	34.0	36.0	31.0	37.0
86-87	33.70139419185913	35.0	34.0	36.0	30.5	37.0
88-89	33.492982692496085	35.0	34.0	35.0	30.0	36.5
90-91	33.32464446006274	35.0	34.0	35.0	30.0	36.0
92-93	33.15989441351583	35.0	34.0	35.0	30.0	36.0
94-95	33.01017390364382	35.0	34.0	35.0	30.0	36.0
96-97	32.838256129041355	35.0	34.0	35.0	30.0	36.0
98-99	32.66258255991934	35.0	34.0	35.0	29.0	35.0
100-101	31.84040364570138	34.5	32.5	35.0	27.0	35.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.06227961309303964
1101	2	0.08248209491820546
1101	3	0.08205426265114824
1101	4	0.10709121563270685
1101	5	0.09915049033507017
1101	6	0.12214927008447773
1101	7	0.11188142880508423
1101	8	0.16411969363957013
1101	9	5.508294557274432
1101	10-11	2.4852007280345703
1101	12-13	0.44956831698611666
1101	14-15	0.31625887603158986
1101	16-17	0.21333603747873298
1101	18-19	0.1498142397488209
1101	20-21	0.14293699494227496
1101	22-23	0.18611237605548325
1101	24-25	0.2092986622906281
1101	26-27	0.2502565642747143
1101	28-29	0.21772420208968413
1101	30-31	0.20895295188942242
1101	32-33	0.1945209093945337
1101	34-35	0.1332140722673003
1101	36-37	0.16959125899089855
1101	38-39	0.1662589703656181
1101	40-41	0.20843798657891455
1101	42-43	0.19313636340523743
1101	44-45	0.20816430914999273
1101	46-47	0.10085337267415895
1101	48-49	0.09865234437520343
1101	50-51	0.14660789923624407
1101	52-53	0.15163849087659997
1101	54-55	0.15869859856833557
1101	56-57	0.2015284672683677
1101	58-59	0.1104409636664272
1101	60-61	0.21571960083640107
1101	62-63	0.17125466797440225
1101	64-65	0.39505044373925813
1101	66-67	0.327782938748328
1101	68-69	0.20601866941452585
1101	70-71	0.16619385644152374
1101	72-73	0.17312464294391106
1101	74-75	0.16919175814654608
1101	76-77	0.04538369758562766
1101	78-79	0.20949691583107466
1101	80-81	0.24059503861492004
1101	82-83	0.23076570850942346
1101	84-85	0.1101949335236938
1101	86-87	0.16478726257994225
1101	88-89	0.17503530661964817
1101	90-91	0.12336968737973564
1101	92-93	0.10164167696446214
1101	94-95	0.15323264396398173
1101	96-97	0.13490223861860784
1101	98-99	0.05264135424147298
1101	100-101	-0.06758500987416127
1102	1	0.0073794026376461375
1102	2	0.07524788287980044
1102	3	0.0990702858442134
1102	4	0.10045368828376411
1102	5	0.07431111297761817
1102	6	0.12193046425029053
1102	7	0.08283065577097659
1102	8	0.18563001225961528
1102	9	5.434319954479761
1102	10-11	2.4450262824826936
1102	12-13	0.427486908346971
1102	14-15	0.30914134137314875
1102	16-17	0.21178850721071285
1102	18-19	0.17888206398092166
1102	20-21	0.1752772014455104
1102	22-23	0.17663464459833733
1102	24-25	0.18039500499096306
1102	26-27	0.19927155195602353
1102	28-29	0.20585361918107736
1102	30-31	0.2223560871793424
1102	32-33	0.19472627445210122
1102	34-35	0.21859176202229236
1102	36-37	0.24619984291428665
1102	38-39	0.20704779524638184
1102	40-41	0.19852612876116638
1102	42-43	0.21560360455071503
1102	44-45	0.26064382143854914
1102	46-47	0.2872448794760132
1102	48-49	0.2496458858675581
1102	50-51	0.24876750674268777
1102	52-53	0.2727049635957215
1102	54-55	0.27947287738308546
1102	56-57	0.2681074078449157
1102	58-59	0.2579539159637534
1102	60-61	0.2739773423126408
1102	62-63	0.21351700948495278
1102	64-65	0.37020992248592677
1102	66-67	0.28268995538422104
1102	68-69	0.28644053750088005
1102	70-71	0.25367867390468746
1102	72-73	0.19854427936090246
1102	74-75	0.13861854906031823
1102	76-77	0.12257264780878074
1102	78-79	0.2728450833491891
1102	80-81	0.251675153722303
1102	82-83	0.23320304678667014
1102	84-85	0.2579206147083255
1102	86-87	0.28083787696998996
1102	88-89	0.2937540939012706
1102	90-91	0.24357035602977817
1102	92-93	0.2295517391516455
1102	94-95	0.2742363632699494
1102	96-97	0.2789988564973953
1102	98-99	0.19167612560206493
1102	100-101	0.04427113492361556
1103	1	0.1054935328293567
1103	2	0.1404762201246399
1103	3	0.17518700011780908
1103	4	0.11220230437763234
1103	5	0.10656582055653274
1103	6	0.16302413222881995
1103	7	0.13588939011927437
1103	8	0.1610972223488858
1103	9	5.408398909516016
1103	10-11	2.425879571517477
1103	12-13	0.4083260290614703
1103	14-15	0.239388726425382
1103	16-17	0.1962348158917635
1103	18-19	0.18867019311672095
1103	20-21	0.18118290182083285
1103	22-23	0.1720954604033551
